"subject"	"IAT1"	"IAT1_odd"	"IAT1_even"	"IAT1_block1"	"Liking_2"	"Expect_2neg"	"Expect_2pos"	"Liking_1"	"Expect_1neg"	"Expect_1pos"	"instructionclarity"	"instructionbelief"	"US1val"	"US2val"	"Group"	"IATorder"	"CSneg"	"valence"	"memory1_response"	"memory2_response"	"concorr"	"memory1_2_response"	"memory2_2_response"	"concorr2"	"expl1_response"	"expl2_response"	"lat_comp"	"lat_incomp"	"exp_neg_CSneg"	"exp_neg_CSpos"	"exp_pos_CSneg"	"exp_pos_CSpos"	"ExpNegDiff"	"ExpPosDiff"	"Liking1_CSneg"	"Liking1_CSpos"
"131"	521	0.4513	0.2561	0.6411	"compatibletest1"	-10	1	1	1	9	9	0	9	-4	3	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"There were no sounds only words"	"Good or bad"	1033.3	1211.7	9	1	9	1	8	-8	1	-10
"132"	524	-0.1336	-0.0921	0.2901	"incompatibletest1"	0	8	9	0	1	9	9	8	-5	5	4	2	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"nasty"	"nice"	1112.41666666667	1031.35	8	1	9	9	7	0	0	0
"133"	525	0.5821	0.8987	0.1219	"compatibletest1"	-1	1	1	8	5	5	9	9	-4	0	5	1	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"I Thought of Morag as pleasant, despite that it was supposed to be paired with the unpleasant sound."	"I thought of Struan, mostly as unpleasant, until the end of inquisit task, when they switched."	687.9	859.3	5	1	5	1	4	-4	8	-1
"134"	529	0.4092	0.4213	0.7142	"compatibletest1"	0	1	9	0	8	1	9	8	-5	3	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"SCREAM"	"LAUGH"	659.4	818.516666666667	8	1	1	9	7	8	0	0
"135"	530	-0.0769	0.1141	0.1056	"incompatibletest1"	0	8	5	0	5	5	6	7	-5	5	2	2	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"none"	"none"	861.633333333333	850.433333333333	5	8	5	5	-3	0	0	0
"136"	531	0.3952	0.4418	0.3335	"compatibletest1"	-3	2	7	5	1	3	5	6	-5	4	3	1	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"Never followed by the FIRST sound"	"Never followed by the SECOND sound"	0	"I referred to colours more than sounds"	"I referred to colours more than sounds"	841.183333333333	986.75	2	1	7	3	1	-4	-3	5
"137"	534	0.4846	-0.4922	-0.6448	"incompatibletest1"	0	1	1	0	7	1	7	9	-4	0	6	2	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"I did not use a word   "	"I did not use a word"	672.066666666667	787.25	7	1	1	1	6	0	0	0
"138"	538	-0.5758	0.6111	0.6311	"incompatibletest1"	0	1	7	0	8	1	6	8	-4	-1	2	2	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"I didn't"	"I didn't"	917.816666666667	718.216666666667	8	1	1	7	7	6	0	0
"139"	548	-0.3533	0.6715	0.1172	"incompatibletest1"	9	6	4	-4	4	6	9	9	-5	4	4	2	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"good, positive,laugh and bad,negative cry"	"bad, negative,cry and good, positive,laugh"	901.1	782.6	6	4	4	6	2	2	9	-4
"140"	549	-0.1203	-0.2854	0.2666	"compatibletest1"	4	1	9	0	9	1	9	9	-5	-1	5	1	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"I didn't link the words with the sounds in the categorisation task"	"I didn't link the words with the sounds in the categorisation task"	867.666666666667	786.233333333333	9	1	1	9	8	8	0	4
"141"	550	-0.3843	0.344	0.4525	"incompatibletest1"	5	1	9	-5	7	1	9	9	-5	3	6	2	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"Drill, scream."	"Laughter."	850.133333333333	788.35	7	1	1	9	6	8	-5	5
"142"	556	-0.1182	0.1633	0.0457	"incompatibletest1"	0	9	1	0	1	9	8	9	-5	2	4	2	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"I did not use any words, I just read each word out loud and linked quickly by saying good or bad"	"I did not use any words, I just read each word out loud and linked quickly by saying good or bad"	647.55	641.416666666667	9	1	1	9	8	8	0	0
"143"	557	1.1577	1.2725	1.3423	"compatibletest1"	10	1	9	-10	8	1	0	9	-5	5	5	1	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"scream"	"laugh"	807.266666666667	1218.13333333333	8	1	1	9	7	8	-10	10
"144"	558	-0.9024	1.0295	0.7876	"incompatibletest1"	8	1	9	-3	8	1	9	9	-5	5	6	2	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"I didn't use any words.  I treated MORAG and the postive/negative words as two completely separate things to sort."	"I didn't use any words.  I treated STRAUN and the postive/negative words as two completely separate things to sort."	789.716666666667	597.25	8	1	1	9	7	8	-3	8
"145"	563	0.6626	0.7865	0.5658	"compatibletest1"	-5	7	1	3	1	9	7	8	-4	2	3	1	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"When it was the negative response I thought \"STRUAN bad\" and when positive I thought \"STRUAN good\""	"When it was the positive response I though \"MORAG is good\" and when negative I thought \"MORAG is bad\""	587.633333333333	714.3	7	1	1	9	6	8	-5	3
"146"	578	-0.5729	0.4506	0.9221	"incompatibletest1"	0	5	1	-4	9	9	7	7	-5	5	2	2	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"Scream  "	"Laughing"	708.066666666667	585.033333333333	9	5	9	1	4	-8	-4	0
"147"	579	0.5768	0.6537	0.5139	"compatibletest1"	7	7	4	7	2	8	7	7	-4	2	3	1	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"a scream"	"baby laughing"	658.6	824.683333333333	7	2	4	8	5	4	7	7
"148"	581	0.2853	0.2379	0.3451	"compatibletest1"	-10	5	5	-6	5	7	4	8	-5	-2	5	1	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"I don't remember"	0	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"unpleasant,bad, awful"	"fantastic,great"	940.983333333333	1132.15	5	5	7	5	0	-2	-6	-10
"149"	583	0.3663	0.1211	0.6933	"compatibletest1"	-3	7	1	0	2	8	6	6	-5	3	7	1	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"Scream"	"Giggle"	658.483333333333	778.366666666667	7	2	1	8	5	7	-3	0
"150"	587	0.4307	0.3902	0.5323	"compatibletest1"	0	9	9	0	9	1	8	8	-5	3	3	1	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Never followed by the SECOND sound"	0	"Always followed by the FIRST sound"	"8 times followed by the SECOND sound, twice not followed by any sound"	0	"none"	"none"	588.483333333333	659.483333333333	9	9	9	1	0	-8	0	0
"151"	591	0.8493	0.8338	0.9002	"compatibletest1"	0	1	1	5	5	5	5	6	-4	5	7	1	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"screeching"	"marvellous"	647.416666666667	883.366666666667	1	5	1	5	-4	4	0	5
"152"	592	-0.3266	0.0555	0.7782	"incompatibletest1"	0	7	6	0	7	5	9	9	-4	3	0	2	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"screaming woman "	"baby laughing"	916.45	847.7	7	7	6	5	0	-1	0	0
"153"	593	-0.1942	0.4802	-0.6179	"compatibletest1"	-7	4	5	-10	5	5	4	5	-5	5	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"The sound linked with Morag was a screaming woman. Morag was connected with positive words and this alternated later in the tests."	"Straun was linked with a laughing child. Straun was connected with negative words early in the test then alternated later in the test"	1615.88333333333	1597.46666666667	5	4	5	5	1	0	-10	-7
"154"	609	0.2074	0.0836	0.4339	"compatibletest1"	0	1	1	0	7	1	9	9	-5	5	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"scream"	"happy"	568.416666666667	574.55	7	1	1	1	6	0	0	0
"155"	610	-0.4967	0.632	0.419	"incompatibletest1"	0	1	9	0	7	1	7	6	-5	4	2	2	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"none"	"none"	711.066666666667	620.983333333333	7	1	1	9	6	8	0	0
"156"	617	-0.2654	-0.1107	-0.372	"compatibletest1"	3	3	8	-5	3	8	7	8	-5	2	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"I did not use the sound. I said bad/good in my head depending on which side it was. "	"I did not use the sound. I said bad/good in my head depending on which side it was. "	707.466666666667	649.35	3	3	8	8	0	0	-5	3
"157"	625	0.2443	0.2034	0.3757	"compatibletest1"	7	1	9	-10	9	1	3	9	-5	4	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"8 times followed by the SECOND sound, twice not followed by any sound"	0	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"When thinking of morag it was easier to pair it with the negative words because i associated it with a negative sound."	"With Sturan it was easier to pair the positive words because i associated it with a positive sound."	707.05	779.15	9	1	1	9	8	8	-10	7
"158"	632	-0.0845	0.1345	0.0334	"incompatibletest1"	0	7	1	0	7	1	5	9	-5	5	0	2	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"Depending on whether STRUAN was categorised with the good or bad words, I repeated the word good or bad to myself when STRUAN appeared on screen. I can't say I paired the word with the actual sound."	"Same as above. "	865.45	720.5	7	7	1	1	0	0	0	0
"159"	637	0.7543	0.9269	0.5104	"compatibletest1"	0	1	9	0	8	2	9	9	-5	3	5	1	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"scream"	"baby"	905.5	1340.5	8	1	2	9	7	7	0	0
"160"	640	-0.6061	0.5367	0.6934	"incompatibletest1"	0	8	1	0	1	9	8	8	-4	1	0	2	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"None "	"None"	869.383333333333	706.2	8	1	1	9	7	8	0	0
"161"	641	0.2632	0.2281	0.2973	"compatibletest1"	-1	5	5	-1	5	5	0	0	-5	3	1	1	1	1	"I don't remember"	"I don't remember"	0	"I don't remember"	"I don't remember"	0	"Positive - kind farmers wife Negative - harsh"	"Positive - flows Negative - strewn everywhere"	638.316666666667	749.483333333333	5	5	5	5	0	0	-1	-1
"162"	644	-0.349	0.3062	0.4312	"incompatibletest1"	0	9	2	4	9	1	7	7	-5	3	4	2	2	1	"Twice followed by the FIRST sound, 8 times not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"no"	"happy"	1095.05	979.05	9	9	2	1	0	-1	0	4
"163"	654	-0.6255	0.3861	0.9793	"incompatibletest1"	3	5	7	-4	5	1	9	9	-5	1	6	2	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"I didn't associate MORAG with any non-word sounds, but did pretty much \"say\" the word MORAG in my head everytime I saw it on screen, kind of as a way to confirm whether it was MORAG or STRUAN before hitting the button."	"Same with STRUAN - I would \"say\" the word in my head everytime I saw it as a confirmation before hitting either the \"e\" or \"i\" key it was associated with."	800.166666666667	616.616666666667	5	5	1	7	0	6	-4	3
"164"	659	0.5045	0.3823	0.6688	"compatibletest1"	5	1	1	6	5	5	7	7	-5	5	3	1	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"Struan - sounds like Shaun - is a bad (negative) man."	"Morag (a lady's name) is a nice (positive) lady."	781.583333333333	886.85	1	5	1	5	-4	4	5	6
"165"	675	0.7052	0.6938	0.8594	"compatibletest1"	4	7	4	0	6	6	7	7	0	0	3	1	2	1	"Twice followed by the FIRST sound, 8 times not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"I checked if the words were either positive or neative in meaning."	"I checked if the words were either positive or neative in meaning."	772.366666666667	1062.71666666667	7	6	4	6	1	2	4	0
"166"	680	-0.1477	-0.0061	0.2811	"incompatibletest1"	0	7	2	0	1	1	8	9	0	0	0	2	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"Good and bad."	"I used two words. Good and bad."	824.216666666667	752.316666666667	7	1	2	1	6	-1	0	0
"167"	693	0.1823	0.3445	0.0321	"compatibletest1"	4	1	9	7	7	3	6	9	-5	2	5	1	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"n/a "	"n/a"	997.366666666667	1026.06666666667	7	1	3	9	6	6	7	4
"168"	701	-0.7012	-0.8247	-0.7315	"compatibletest1"	8	1	9	-6	7	8	2	8	-4	3	5	1	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"Nad or good"	"Bad or good"	941.683333333333	672.783333333333	7	1	8	9	6	1	-6	8
"169"	704	-0.6855	0.6009	0.8777	"incompatibletest1"	0	5	6	0	5	6	0	0	0	0	0	2	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Never followed by the PLEASANT sound"	0	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"good bad nasty"	"nice nasty"	1158.56666666667	874.75	5	5	6	6	0	0	0	0
"170"	707	0.1744	0.096	0.2637	"compatibletest1"	0	5	5	0	1	6	5	5	0	0	3	1	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"STRUAN is the non-word followed by the sound of a laughing baby "	"MORAG is the non-word followered by the sound of a screaming girl"	668.433333333333	672.716666666667	5	1	5	6	4	1	0	0
"171"	711	0.5244	0.5239	0.5363	"compatibletest1"	2	8	2	-3	1	9	9	8	-5	-1	7	1	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"scream"	"happy"	540.216666666667	601.1	8	1	2	9	7	7	2	-3
"172"	713	0.7168	0.6718	0.7496	"compatibletest1"	10	1	9	4	9	1	9	9	-5	5	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"morag would have been negative words"	"straun would have been the good words "	646.216666666667	828.616666666667	9	1	1	9	8	8	4	10
"173"	726	0.5119	-0.8125	-0.1785	"incompatibletest1"	0	1	9	0	8	2	6	7	-4	5	6	2	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"Bad/good and Morag "	"Bad/good Struan"	646.9	759.166666666667	8	1	2	9	7	7	0	0
"174"	736	1.1017	-1.1033	-1.2287	"incompatibletest1"	-8	8	1	10	1	9	3	4	-5	0	0	2	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"Bad"	"Good"	611.683333333333	856.833333333333	8	1	1	9	7	8	-8	10
"175"	737	1.5805	1.6857	1.6905	"compatibletest1"	0	1	9	0	8	1	9	9	-5	0	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"None, I did not think about it in that way. I cleared my mind and just focused intently on the screen."	"None, I did not think about it in that way. I cleared my mind and just focused intently on the screen."	653.45	1017.11666666667	8	1	1	9	7	8	0	0
"176"	739	-0.0642	0.0608	-0.3942	"compatibletest1"	5	5	5	5	5	5	9	9	-5	4	3	1	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"I DID NOT USE ANY SPECIAL OR SPECIFICS IN ORDER TO REMEMBER.."	"I DID NOT USE ANY SPECIAL OR SPECIFICS IN ORDER TO REMEMBER.."	720.1	690.45	5	5	5	5	0	0	5	5
"177"	743	0.068	-0.0778	0.1736	"compatibletest1"	0	1	1	0	7	1	8	8	-4	5	7	1	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"I did not use this. Just alphabetical response. So Struan being after Morag so I chose right and not left when the word appeared. Reversed this to match the changes in the insturctions."	"I used the same method as above. I did not refer to the sounds at all."	626.816666666667	655.266666666667	1	7	1	1	-6	0	0	0
"178"	759	0.3799	0.5238	0.153	"compatibletest1"	0	9	1	0	8	4	9	9	-5	1	7	1	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"Straining for the negative"	"Mellow positive"	778.183333333333	958.116666666667	9	8	1	4	1	3	0	0
"179"	761	0.6911	0.9678	0.2457	"compatibletest1"	5	1	8	9	8	1	9	9	-5	4	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"Loud, shocking"	"Happy, funny"	523.783333333333	732.816666666667	8	1	1	8	7	7	9	5
"180"	769	0.3979	0.6765	0.1249	"compatibletest1"	0	1	1	0	8	8	9	9	-5	3	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"a young women screaming"	"a baby laughing or playing"	888.433333333333	1053.53333333333	8	1	8	1	7	-7	0	0
"181"	772	0.6143	-0.4348	-0.778	"incompatibletest1"	0	5	5	0	5	5	9	9	-5	5	4	2	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"struan bad"	"morag good"	800.716666666667	1033.51666666667	5	5	5	5	0	0	0	0
"182"	773	0.2297	0.44	0.124	"compatibletest1"	0	5	5	0	5	5	9	9	-5	5	5	1	1	2	"Always followed by the UNPLEASANT sound"	"8 times followed by the PLEASANT sound, twice not followed by any sound"	0	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"morag good"	"struan bad"	788.7	874.283333333333	5	5	5	5	0	0	0	0
"183"	774	0.1358	-0.3244	-0.0493	"incompatibletest1"	0	7	3	0	8	1	8	8	-5	4	6	2	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"Happy awfull"	"happy fantastic"	884.883333333333	845.15	8	7	1	3	1	2	0	0
"184"	776	-0.8013	0.7411	0.856	"incompatibletest1"	0	7	1	0	5	8	9	9	-2	-3	0	2	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"i did not do this"	"i did not do this"	898.416666666667	676.983333333333	7	5	1	8	2	7	0	0
"185"	777	-0.0354	0.1102	-0.2213	"compatibletest1"	0	2	3	0	7	2	7	9	-5	2	1	1	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"Bad, scary, terrifying, nasty."	"Happy, positive, nice, fantastic."	827.983333333333	840.683333333333	7	2	2	3	5	1	0	0
"186"	778	0.2357	-0.416	-0.0155	"incompatibletest1"	8	7	8	9	5	5	6	6	-4	5	2	2	1	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"I'm not sure"	"I'm not sure"	806.1	897.866666666667	5	7	5	8	-2	3	9	8
"187"	779	-0.4909	-0.5855	-0.4933	"compatibletest1"	0	8	1	0	1	9	9	9	-5	5	3	1	2	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"8 times followed by the FIRST sound, twice not followed by any sound"	"Always followed by the SECOND sound"	1	"I used the word right or left depending on which side of the screen it appeared "	"I used the word right or left depending on which side of the screen it appeared "	716.766666666667	626.75	8	1	1	9	7	8	0	0
"188"	781	0.0156	-0.1658	0.1534	"compatibletest1"	1	5	5	-8	8	1	8	9	-5	3	5	1	1	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"I paired the word Morag with a scream which makes it bad in my mind."	"I paired the word Struan with laughter to make it seem good in my mind."	643.783333333333	647.233333333333	8	5	1	5	3	4	-8	1
"189"	792	0.5413	-0.5179	-0.7034	"incompatibletest1"	0	7	7	0	1	7	7	7	-3	-1	0	2	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"screech"	"baby"	650.783333333333	831.35	7	1	7	7	6	0	0	0
"190"	816	-0.1501	0.0514	0.2359	"incompatibletest1"	0	1	5	0	7	2	6	9	-3	3	0	2	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	""	""	852.783333333333	826.416666666667	1	7	5	2	-6	-3	0	0
"191"	823	0.117	-0.1088	0.3377	"compatibletest1"	6	1	8	0	3	7	6	7	-4	3	7	1	2	2	"8 times followed by the UNPLEASANT sound, twice not followed by any sound"	"Always followed by the PLEASANT sound"	1	"Always followed by the UNPLEASANT sound"	"8 times followed by the PLEASANT sound, twice not followed by any sound"	0	"I didn't refer to this sound with any words at the time."	"Witch"	768.05	801.783333333333	1	3	8	7	-2	-1	6	0
